FFTBin#,Frequency (Hz),Ch0 Mean (db),Ch0 Std Dev(db),Ch1 Mean (db),Ch1 Std Dev(db)
2133,5741.2903,-23.4265,5.3686,-22.8586,4.5675
2134,5743.9819,-23.5968,4.9465,-24.4848,4.9808
2135,5746.6736,-25.1329,5.8679,-23.8033,5.3645
2136,5749.3652,-24.3590,6.2273,-22.1295,3.8190
2137,5752.0569,-22.3187,4.3244,-21.2377,4.2907
2138,5754.7485,-23.2106,4.3704,-22.8969,4.6156
2139,5757.4402,-23.4247,3.2574,-23.1401,3.6367
2140,5760.1318,-22.7242,3.5440,-23.5930,5.0297
2141,5762.8235,-23.4654,5.8712,-24.9830,6.0224
2142,5765.5151,-23.7661,5.9368,-25.6865,6.1238
2143,5768.2068,-24.6910,6.1304,-25.1049,5.7870
2144,5770.8984,-26.3071,5.2508,-25.2479,4.9925
2145,5773.5901,-25.3461,5.5015,-24.6603,4.8015
2146,5776.2817,-23.3224,4.2266,-24.0004,4.1457
2147,5778.9734,-24.0768,4.4320,-24.1221,5.1079
2148,5781.6650,-23.5835,5.0614,-23.0188,3.9740
2149,5784.3567,-24.4414,6.1726,-24.7892,5.9522
2150,5787.0483,-24.4301,5.4570,-24.9538,5.2841
2151,5789.7400,-24.5359,3.9326,-24.9420,5.6230
2152,5792.4316,-24.8319,6.4574,-24.1854,6.7764
2153,5795.1233,-24.0677,4.9848,-24.0698,5.3260
2154,5797.8149,-27.1796,8.7026,-25.0930,5.5438
2155,5800.5066,-25.2303,7.2811,-24.5361,4.1732
2156,5803.1982,-22.9641,5.4616,-24.3766,5.8421
2157,5805.8899,-24.9496,4.0990,-24.1255,4.2964
2158,5808.5815,-24.6184,5.1770,-23.9094,4.7481
2159,5811.2732,-24.5786,4.3348,-25.0545,5.2824
2160,5813.9648,-25.8655,5.2201,-23.8884,5.1764
2161,5816.6565,-25.5248,5.8378,-23.7879,5.7076
2162,5819.3481,-24.2807,6.5090,-22.7721,4.0730
2163,5822.0398,-25.6396,9.4561,-22.4148,5.9143
2164,5824.7314,-25.4455,7.1032,-23.5050,6.3014
2165,5827.4231,-24.2688,5.5271,-25.6156,7.1608
2166,5830.1147,-25.5506,6.4527,-25.2521,5.5137
2167,5832.8064,-24.7243,4.9694,-24.8340,5.8736
2168,5835.4980,-21.9712,4.4137,-21.4786,4.3886
2169,5838.1897,-23.8833,4.3234,-24.4566,5.0852
2170,5840.8813,-25.1537,5.5729,-25.3519,5.6211
2171,5843.5730,-22.2511,3.9595,-23.8735,4.7468
2172,5846.2646,-23.7417,5.5596,-24.0085,6.0538
2173,5848.9563,-22.4334,4.6471,-22.1513,4.7147
2174,5851.6479,-22.4389,6.9835,-23.3066,6.5991
2175,5854.3396,-22.8482,3.7912,-23.4732,4.7298
2176,5857.0313,-23.6495,4.1019,-24.2287,4.9854
2177,5859.7229,-24.6354,6.9946,-23.4685,6.4075
2178,5862.4146,-20.6938,3.2077,-20.8881,3.4053
2179,5865.1062,-21.4343,4.1506,-21.9344,5.3924
2180,5867.7979,-24.1941,3.6932,-24.9692,5.4128
2181,5870.4895,-23.0237,4.0504,-24.9403,5.1329
2182,5873.1812,-24.7146,4.3637,-26.4730,5.9455
2183,5875.8728,-24.6986,4.0073,-24.9477,4.1663
2184,5878.5645,-23.8015,4.8872,-24.4272,6.0199
2185,5881.2561,-23.6384,7.1009,-23.7246,7.0904
2186,5883.9478,-23.0626,3.7754,-21.5548,3.6785
2187,5886.6394,-23.5862,4.9942,-23.6628,4.0554
2188,5889.3311,-24.0256,3.8133,-25.1205,4.0656
2189,5892.0227,-24.6549,4.9815,-24.4837,4.9146
2190,5894.7144,-24.8813,4.3154,-23.6020,5.4477
2191,5897.4060,-24.6720,4.5678,-23.9730,5.9687
2192,5900.0977,-23.2722,4.3647,-22.9832,4.1037
2193,5902.7893,-21.7755,4.2676,-20.8972,4.4380
2194,5905.4810,-23.1178,5.9775,-21.7866,4.4962
2195,5908.1726,-21.1006,3.9275,-23.3724,4.6865
2196,5910.8643,-22.3835,6.4981,-23.0738,6.2126
2197,5913.5559,-22.7503,5.2158,-23.5642,5.4255
2198,5916.2476,-23.8280,5.3483,-24.4166,5.9424
2199,5918.9392,-24.2659,5.5058,-23.8691,4.8207
2200,5921.6309,-23.6356,6.6851,-21.1883,4.5205
2201,5924.3225,-23.2224,4.9107,-21.8625,5.8706
2202,5927.0142,-22.8763,4.0934,-23.1565,4.2851
2203,5929.7058,-24.6568,5.1229,-23.6762,5.1643
2204,5932.3975,-23.0256,6.8249,-22.9087,6.9445
2205,5935.0891,-24.6726,5.1260,-24.0596,6.1871
2206,5937.7808,-25.3537,5.7018,-23.7667,4.2334
2207,5940.4724,-24.8198,3.6426,-24.9580,4.1397
2208,5943.1641,-25.2743,3.7582,-24.3914,4.8304
2209,5945.8557,-24.7373,5.1119,-24.1334,3.4061
2210,5948.5474,-26.7593,5.8175,-24.6114,4.7955
2211,5951.2390,-21.7401,3.1915,-21.3460,3.1240
2212,5953.9307,-23.3503,4.5489,-22.3750,4.2618
2213,5956.6223,-25.2073,5.9646,-24.2371,5.9618
2214,5959.3140,-23.6557,5.3764,-24.4946,5.3638
2215,5962.0056,-22.2656,4.7104,-22.4054,4.4234
2216,5964.6973,-22.7712,3.8120,-22.5852,4.3001
2217,5967.3889,-22.6160,4.7438,-22.4897,4.5456
2218,5970.0806,-23.4075,5.2818,-23.7274,4.7262
2219,5972.7722,-21.3231,4.5029,-21.7866,4.3773
2220,5975.4639,-23.5676,5.2548,-22.9658,5.2175
2221,5978.1555,-23.2841,3.9603,-21.6369,3.2632
2222,5980.8472,-25.5983,4.0621,-25.2644,7.1059
2223,5983.5388,-22.4253,5.4816,-22.4341,5.6272
2224,5986.2305,-23.9154,6.2891,-23.1360,5.7014
2225,5988.9221,-25.3294,5.3402,-23.7182,4.6511
2226,5991.6138,-25.6921,5.9539,-24.9874,4.6282
2227,5994.3054,-26.8184,7.0659,-24.7298,5.6232
2228,5996.9971,-24.5974,5.2506,-23.0075,4.6611
2229,5999.6887,-22.4022,5.2088,-22.2668,3.8922
2230,6002.3804,-22.4514,4.7522,-22.1504,4.1899
2231,6005.0720,-23.5326,4.4179,-23.3296,3.2874
2232,6007.7637,-24.0994,4.6082,-24.0281,5.2570
2233,6010.4553,-23.2130,5.0848,-23.9455,6.7162
2234,6013.1470,-22.7519,6.5865,-23.6410,5.9770
2235,6015.8386,-23.1397,7.4314,-23.3818,4.8845
2236,6018.5303,-24.1486,3.2475,-22.2169,3.5955
2237,6021.2219,-25.0124,5.9570,-23.4022,5.4709
2238,6023.9136,-22.7292,7.0059,-23.7977,6.9103
2239,6026.6052,-22.2832,4.5999,-22.4554,5.7645
2240,6029.2969,-24.1885,5.0981,-24.1529,4.0816
2241,6031.9885,-23.0205,3.7192,-23.7032,3.6783
2242,6034.6802,-25.8670,6.2789,-26.2405,4.8841
2243,6037.3718,-27.0953,6.0269,-24.9296,6.1862
2244,6040.0635,-24.4254,7.0135,-23.7279,7.1292
2245,6042.7551,-22.6320,3.7172,-23.2839,4.3394
2246,6045.4468,-24.9434,6.5712,-24.1634,7.2579
2247,6048.1384,-23.4068,5.7272,-23.7491,6.1125
2248,6050.8301,-22.5677,6.4272,-22.0089,5.5331
2249,6053.5217,-23.6145,5.4432,-22.5231,5.8948
2250,6056.2134,-22.5328,5.0758,-23.2743,6.7229
2251,6058.9050,-22.5028,6.5006,-21.7791,5.6966
2252,6061.5967,-22.3724,4.9482,-21.8662,5.4455
2253,6064.2883,-23.1102,4.2673,-22.4983,3.9774
2254,6066.9800,-23.3841,5.4898,-23.7146,6.1411
2255,6069.6716,-23.2534,4.1243,-22.8711,4.4541
2256,6072.3633,-24.3174,4.8357,-24.4514,5.2825
2257,6075.0549,-24.2362,4.9322,-23.9362,5.1985
2258,6077.7466,-24.1068,5.1839,-24.5874,6.1171
2259,6080.4382,-24.3594,5.0096,-24.8470,6.0120
2260,6083.1299,-25.8336,7.1358,-25.9755,6.0636
2261,6085.8215,-24.4419,4.5470,-24.4385,4.4933
2262,6088.5132,-23.3248,4.0595,-24.2254,5.0224
2263,6091.2048,-23.1595,4.0277,-24.3771,6.2370
2264,6093.8965,-22.7336,4.7016,-21.6170,4.0906
2265,6096.5881,-23.6938,4.2797,-23.8913,4.2246
2266,6099.2798,-24.2382,5.7984,-24.6827,5.1269
2267,6101.9714,-24.2220,3.2237,-23.6740,3.9094
2268,6104.6631,-24.3560,5.2589,-23.7175,5.6522
2269,6107.3547,-21.1409,4.2619,-22.2921,4.8410
2270,6110.0464,-23.7654,4.6003,-23.9132,4.5373
2271,6112.7380,-23.8450,5.4583,-26.0285,6.2446
2272,6115.4297,-23.3589,6.6723,-24.8025,5.8684
2273,6118.1213,-22.1419,5.3093,-23.0878,4.3518
2274,6120.8130,-23.1640,4.9464,-23.3402,5.1490
2275,6123.5046,-24.4287,6.6147,-24.2729,6.2577
2276,6126.1963,-22.0930,4.4995,-22.2770,5.1524
2277,6128.8879,-23.1378,5.8820,-23.0886,4.9148
2278,6131.5796,-24.5881,5.6560,-25.0308,4.9242
2279,6134.2712,-24.1710,4.6639,-25.3180,5.3884
2280,6136.9629,-22.2960,4.6721,-23.8106,6.8377
2281,6139.6545,-21.1917,4.1664,-21.1953,3.2511
2282,6142.3462,-21.8582,4.5512,-24.2668,7.0441
2283,6145.0378,-23.6456,6.3060,-24.2772,7.1333
2284,6147.7295,-24.1069,5.0699,-26.0428,5.7452
2285,6150.4211,-21.9157,3.9403,-22.0081,4.2743
2286,6153.1128,-22.9739,5.5125,-24.1960,6.0486
2287,6155.8044,-22.6301,4.5339,-23.6084,3.9360
2288,6158.4961,-24.9965,4.0648,-25.5553,4.4099
2289,6161.1877,-26.7468,6.7862,-24.6765,3.8717
2290,6163.8794,-24.4970,5.5262,-24.4415,5.5168
2291,6166.5710,-22.8597,3.5147,-24.0551,6.7250
2292,6169.2627,-24.3484,4.9660,-24.0510,4.5137
2293,6171.9543,-23.1257,7.2302,-23.3876,4.0624
2294,6174.6460,-19.7323,5.1629,-20.2563,5.2108
2295,6177.3376,-22.3021,4.4849,-22.4776,5.1148
2296,6180.0293,-25.1734,4.9463,-23.6984,6.1641
2297,6182.7209,-25.3783,5.8348,-24.0673,4.9863
2298,6185.4126,-23.2551,5.5109,-22.7231,5.1229
2299,6188.1042,-24.1392,5.4896,-25.1225,5.3120
2300,6190.7959,-24.8680,5.9723,-25.6679,6.3039
2301,6193.4875,-25.4430,4.4040,-24.7928,5.1932
2302,6196.1792,-22.5849,5.1520,-24.4299,6.3202
2303,6198.8708,-22.6096,5.1336,-22.9721,5.9227
2304,6201.5625,-25.8838,7.2411,-23.5783,5.3878
2305,6204.2542,-23.2386,3.7350,-24.3979,4.7169
2306,6206.9458,-25.6000,4.8992,-24.2160,4.0261
2307,6209.6375,-24.0751,6.8948,-24.1412,5.7673
2308,6212.3291,-23.9206,5.6773,-22.7008,4.8294
2309,6215.0208,-24.9564,5.6678,-21.8984,3.8004
2310,6217.7124,-23.0621,6.6529,-21.0128,4.1705
2311,6220.4041,-23.9999,5.8111,-23.5954,4.4356
2312,6223.0957,-26.8433,7.5365,-25.6793,5.4153
2313,6225.7874,-25.7360,7.3755,-24.3554,4.3395
2314,6228.4790,-23.4044,4.1590,-24.0513,6.3914
2315,6231.1707,-25.4982,5.4802,-24.8929,4.7774
2316,6233.8623,-26.0872,5.0253,-25.7836,3.9708
2317,6236.5540,-25.6253,7.1464,-23.3237,5.2754
2318,6239.2456,-24.7053,5.3261,-23.7825,3.7415
2319,6241.9373,-22.9850,5.0158,-23.2214,5.0419
2320,6244.6289,-23.5148,7.7716,-21.7402,5.4081
2321,6247.3206,-22.6670,5.1847,-22.8053,6.5885
2322,6250.0122,-23.0238,6.9776,-21.5130,6.1004
2323,6252.7039,-24.6067,6.2092,-23.0682,7.5087
2324,6255.3955,-23.4629,4.9910,-24.9876,6.1416
2325,6258.0872,-24.6945,4.9126,-23.9554,2.6363
2326,6260.7788,-26.3579,6.2814,-24.9428,6.1599
2327,6263.4705,-25.1524,4.5910,-23.3594,4.1667
2328,6266.1621,-24.1403,6.5584,-24.0621,6.0499
2329,6268.8538,-23.3567,4.4029,-23.8145,4.5897
2330,6271.5454,-23.3361,7.1056,-22.6095,5.5752
2331,6274.2371,-22.1573,6.4247,-22.2436,4.3335
2332,6276.9287,-23.4822,5.8573,-23.5901,4.7622
2333,6279.6204,-25.8873,5.6493,-24.3994,6.6298
2334,6282.3120,-22.9117,5.4682,-24.5487,4.9085
2335,6285.0037,-24.3554,4.8361,-24.0260,5.5724
2336,6287.6953,-25.1073,6.3242,-25.1862,5.3111
2337,6290.3870,-23.4874,4.7679,-23.3672,4.5597
2338,6293.0786,-24.6081,7.2812,-23.1393,5.2103
2339,6295.7703,-23.8815,5.8264,-24.5308,5.3043
2340,6298.4619,-25.0571,7.7023,-24.9379,6.4558
2341,6301.1536,-25.8901,7.8190,-23.3578,4.5710
2342,6303.8452,-22.0249,3.9784,-22.7803,5.1161
2343,6306.5369,-22.0024,4.0976,-22.1052,4.6076
2344,6309.2285,-22.1006,5.8527,-21.8608,5.4144
2345,6311.9202,-24.2803,6.4134,-23.3293,5.2743
2346,6314.6118,-22.0355,6.6432,-22.5772,5.0753
2347,6317.3035,-20.0607,4.7651,-21.5495,4.1796
2348,6319.9951,-22.8648,5.6729,-23.3878,5.0902
2349,6322.6868,-24.9891,6.8282,-24.1176,6.4750
2350,6325.3784,-26.3926,5.4821,-24.3281,3.6037
2351,6328.0701,-26.4884,5.5837,-24.5921,4.7772
2352,6330.7617,-22.6700,4.0759,-22.6318,5.5582
2353,6333.4534,-22.3609,5.8405,-22.2070,4.8856
2354,6336.1450,-22.6105,5.0835,-23.4443,5.8497
2355,6338.8367,-24.0499,6.6949,-23.7722,5.3686
2356,6341.5283,-23.4362,5.1003,-22.2934,4.1998
2357,6344.2200,-25.2822,4.9802,-24.6161,7.2020
2358,6346.9116,-24.5690,5.4049,-25.6595,6.8624
2359,6349.6033,-25.0802,6.9225,-24.2497,5.6224
2360,6352.2949,-23.4182,5.8116,-22.3077,5.7272
2361,6354.9866,-22.4245,5.4033,-21.9685,6.0181
2362,6357.6782,-22.6969,4.8181,-24.6050,6.7990
2363,6360.3699,-25.4006,5.2330,-24.6623,4.7809
2364,6363.0615,-25.2925,5.1974,-25.1857,6.4492
2365,6365.7532,-23.9110,4.4675,-23.5551,4.0062
2366,6368.4448,-24.2915,4.9294,-23.4114,5.0681
2367,6371.1365,-23.8121,5.9728,-21.7750,3.9033
2368,6373.8281,-23.6619,4.6719,-22.9958,5.2469
2369,6376.5198,-27.2688,6.7715,-24.4411,6.6679
2370,6379.2114,-24.7076,5.6713,-24.0768,5.2903
2371,6381.9031,-22.3970,4.9635,-22.4057,4.4234
2372,6384.5947,-22.5972,6.4340,-22.6197,5.4631
2373,6387.2864,-21.9006,4.1659,-21.3951,4.3014
2374,6389.9780,-23.1339,5.3746,-24.1960,4.8122
2375,6392.6697,-21.0316,3.3103,-24.5096,5.5495
2376,6395.3613,-22.1680,5.0072,-25.2555,7.7939
2377,6398.0530,-23.1451,6.2930,-22.3574,4.4630
2378,6400.7446,-23.5792,7.6366,-23.8983,8.2493
2379,6403.4363,-23.4880,5.8626,-24.3462,5.3663
2380,6406.1279,-22.5158,4.7360,-22.7718,4.9201
2381,6408.8196,-25.8849,6.4832,-25.0860,4.7173
2382,6411.5112,-26.1702,6.3896,-27.0624,7.6239
2383,6414.2029,-23.7560,4.2247,-23.2881,2.7827
2384,6416.8945,-22.8692,4.7253,-24.7036,7.0377
2385,6419.5862,-23.3935,5.2567,-23.7927,5.7796
2386,6422.2778,-23.2416,5.6073,-21.7381,4.3851
2387,6424.9695,-23.3761,4.4151,-21.9623,5.3639
2388,6427.6611,-23.6146,4.9368,-23.8211,5.9245
2389,6430.3528,-22.5088,4.3234,-24.6443,5.6324
2390,6433.0444,-23.0922,3.6956,-23.1991,4.5892
2391,6435.7361,-23.7960,5.9404,-24.6608,5.4642
2392,6438.4277,-24.2671,5.1215,-23.4917,5.5944
2393,6441.1194,-23.1231,5.0182,-21.6329,5.3664
2394,6443.8110,-21.9769,3.9820,-21.0613,4.4668
2395,6446.5027,-24.6591,5.4866,-23.6220,5.6075
2396,6449.1943,-25.7792,5.0659,-24.7485,4.1226
2397,6451.8860,-24.0605,5.5193,-23.6955,4.7232
2398,6454.5776,-24.7036,5.9605,-25.3819,5.8329
2399,6457.2693,-24.5278,5.3349,-24.0320,5.2269
2400,6459.9609,-26.6775,5.6410,-26.0323,7.6729
2401,6462.6526,-24.4139,4.6985,-25.1124,4.5060
2402,6465.3442,-23.7625,5.4942,-24.0073,6.3003
2403,6468.0359,-23.7484,4.9340,-23.8640,5.4772
2404,6470.7275,-22.2571,3.7501,-22.4792,3.8527
2405,6473.4192,-24.9504,5.1028,-22.5314,4.7360
2406,6476.1108,-24.5398,3.3009,-23.0054,3.5042
2407,6478.8025,-24.2650,4.1887,-24.2562,5.3210
2408,6481.4941,-23.8110,4.2701,-24.1518,5.0335
2409,6484.1858,-25.2381,6.1104,-24.9302,6.1024
2410,6486.8774,-24.8516,5.3339,-23.7891,4.2160
2411,6489.5691,-26.3404,6.9638,-24.1666,4.3321
2412,6492.2607,-24.4063,5.6573,-23.0721,4.9778
2413,6494.9524,-23.6365,4.2353,-23.4107,3.7286
2414,6497.6440,-24.0993,3.4551,-26.2872,4.9210
2415,6500.3357,-22.7932,4.4452,-22.3687,4.7813
2416,6503.0273,-23.3862,5.3177,-23.1363,5.5154
2417,6505.7190,-24.2586,5.3823,-25.5621,6.0530
2418,6508.4106,-22.2477,4.4260,-22.9416,4.5509
2419,6511.1023,-25.0781,5.2366,-24.9299,4.9435
2420,6513.7939,-26.7255,5.5868,-25.0991,4.6908
2421,6516.4856,-23.6328,3.5715,-22.8349,2.8526
2422,6519.1772,-25.5866,6.2987,-24.8712,5.3772
2423,6521.8689,-26.4112,4.7110,-25.6915,4.5196
2424,6524.5605,-24.3788,3.9705,-25.0829,4.2176
2425,6527.2522,-27.1224,5.6022,-26.3588,5.0521
2426,6529.9438,-27.0585,5.4878,-25.2029,4.6330
2427,6532.6355,-23.8372,3.5051,-24.3445,4.1561
2428,6535.3271,-23.0832,4.7011,-23.1176,5.2325
2429,6538.0188,-23.3086,4.1062,-21.9598,3.9219
2430,6540.7104,-23.3341,5.6438,-23.4432,6.0974
2431,6543.4021,-22.2107,6.1472,-21.3548,5.3261
2432,6546.0938,-24.4000,5.0272,-23.5761,4.2568
2433,6548.7854,-24.4281,2.6881,-24.4537,4.0525
2434,6551.4771,-25.4866,5.0158,-25.7607,4.1966
2435,6554.1687,-25.0207,6.2665,-24.3962,3.8962
2436,6556.8604,-22.8227,3.8436,-22.4054,3.4400
2437,6559.5520,-21.5593,4.1661,-22.2285,3.9310
2438,6562.2437,-23.4688,3.5201,-23.6971,5.0075
2439,6564.9353,-27.0971,4.0602,-27.8282,4.4490
2440,6567.6270,-26.6534,5.6512,-26.7794,3.7634
2441,6570.3186,-24.4078,4.9231,-24.5542,4.8054
2442,6573.0103,-21.4860,3.2544,-22.1158,4.1274
2443,6575.7019,-22.3542,4.2475,-23.1626,4.6977
2444,6578.3936,-24.6917,6.1146,-23.7305,4.4977
2445,6581.0852,-25.1044,5.9180,-24.2418,4.9804
2446,6583.7769,-25.4845,5.1971,-24.1969,5.4597
2447,6586.4685,-24.2326,5.7390,-25.0470,7.6594
2448,6589.1602,-24.0185,4.8077,-24.8699,6.6405
2449,6591.8518,-21.9516,4.0272,-22.2813,4.0345
2450,6594.5435,-25.0502,6.3497,-22.6435,5.0424
2451,6597.2351,-23.1454,4.3775,-23.8430,4.4813
2452,6599.9268,-25.1374,4.7489,-23.6953,5.0525
2453,6602.6184,-24.5998,4.6916,-23.9113,5.9955
2454,6605.3101,-22.0540,3.7678,-22.8284,4.4531
2455,6608.0017,-21.8715,5.5324,-22.9622,4.9463
2456,6610.6934,-23.1531,6.2186,-25.8000,7.3968
2457,6613.3850,-21.9699,7.2035,-23.0556,6.8799
2458,6616.0767,-22.3133,5.5006,-23.6011,6.5300
2459,6618.7683,-23.2767,6.5066,-22.2979,4.9963
2460,6621.4600,-23.3135,4.1974,-23.1812,4.7329
2461,6624.1516,-22.7793,5.8460,-22.8274,4.8775
2462,6626.8433,-21.1705,5.2681,-22.6036,6.5985
2463,6629.5349,-22.2460,3.7319,-23.2020,4.5852
2464,6632.2266,-24.2185,8.1655,-25.1526,7.6567
2465,6634.9182,-23.0624,6.0298,-22.9933,5.5719
2466,6637.6099,-22.3895,4.8591,-22.2220,6.9490
2467,6640.3015,-21.2183,4.8323,-21.7200,5.4234
2468,6642.9932,-22.9210,5.4008,-23.7975,6.5945
2469,6645.6848,-24.3405,5.7798,-24.8410,8.2138
2470,6648.3765,-20.9373,4.1216,-22.3445,3.5003
2471,6651.0681,-23.7312,5.7103,-23.2807,5.8023
2472,6653.7598,-21.3353,3.2310,-23.2017,3.1785
2473,6656.4514,-21.6959,4.7798,-24.0794,5.6134
2474,6659.1431,-21.6304,3.7202,-23.8104,4.3587
2475,6661.8347,-24.6770,4.9213,-24.3557,4.4579
2476,6664.5264,-25.5675,6.3695,-25.5222,6.1255
2477,6667.2180,-21.7695,4.6903,-24.9373,5.6538
2478,6669.9097,-22.5486,6.0806,-24.9829,4.4648
2479,6672.6013,-23.9858,6.2228,-23.9659,5.0485
2480,6675.2930,-22.2931,6.8809,-21.7186,6.8827
2481,6677.9846,-21.9878,6.9010,-21.0496,7.1178
2482,6680.6763,-22.0987,7.7783,-22.4230,7.6605
2483,6683.3679,-21.4717,5.1343,-21.0701,4.5497
2484,6686.0596,-23.2081,5.4812,-23.3159,2.6268
2485,6688.7512,-24.3799,5.2930,-25.2005,6.0234
2486,6691.4429,-23.2596,3.2379,-24.0162,4.8584
2487,6694.1345,-23.6435,4.0162,-23.6962,4.0298
2488,6696.8262,-25.2264,6.7072,-25.4632,5.8144
2489,6699.5178,-23.0876,6.1978,-23.4318,6.4463
2490,6702.2095,-24.1259,7.8977,-23.8335,7.3152
2491,6704.9011,-23.4140,7.2972,-22.8349,6.2982
2492,6707.5928,-23.8185,7.8074,-23.3183,6.3123
2493,6710.2844,-25.1620,7.6307,-24.5942,6.1208
2494,6712.9761,-23.1605,5.2680,-22.1528,6.2089
2495,6715.6677,-24.3094,5.7464,-24.4708,7.8944
2496,6718.3594,-24.9943,7.7891,-24.0836,6.1962
2497,6721.0510,-22.4070,5.8813,-22.8414,6.9544
2498,6723.7427,-22.2064,4.4716,-23.0512,5.6962
2499,6726.4343,-24.4277,7.2547,-24.7665,6.2860
2500,6729.1260,-28.7748,7.4772,-27.2949,6.6467
2501,6731.8176,-23.2579,3.1967,-24.0415,4.6429
2502,6734.5093,-23.0517,5.3098,-25.1776,5.8584
2503,6737.2009,-21.3591,5.4903,-21.2895,4.9423
2504,6739.8926,-23.4648,6.0167,-22.8071,5.0778
2505,6742.5842,-23.3340,5.6402,-25.3717,6.9255
2506,6745.2759,-22.7144,4.5548,-23.2688,4.4001
2507,6747.9675,-24.5554,5.1825,-24.6301,4.7832
2508,6750.6592,-22.1763,5.1290,-23.1069,5.0927
2509,6753.3508,-22.1736,6.6073,-20.8981,5.4081
2510,6756.0425,-24.0701,6.4374,-22.9469,5.6732
2511,6758.7341,-23.7197,5.3167,-26.3892,6.0531
2512,6761.4258,-24.6569,5.6899,-25.0202,6.1869
2513,6764.1174,-25.7125,5.4636,-24.4164,4.9513
2514,6766.8091,-25.1298,6.7369,-23.8745,5.9149
2515,6769.5007,-24.4886,6.3135,-24.5957,7.3763
2516,6772.1924,-23.3841,6.1123,-23.7600,6.5055
2517,6774.8840,-21.4854,6.5467,-22.7007,7.2282
2518,6777.5757,-23.2202,5.6397,-24.5098,7.0399
2519,6780.2673,-25.0151,6.8531,-25.9961,5.5651
2520,6782.9590,-21.9718,3.8116,-22.6680,5.5979
2521,6785.6506,-21.5868,6.8314,-21.5366,6.2926
2522,6788.3423,-22.9186,6.3999,-23.5315,5.7367
2523,6791.0339,-23.7909,6.7775,-23.9467,5.7388
2524,6793.7256,-21.2353,3.2172,-21.8000,4.8065
2525,6796.4172,-22.6298,7.5434,-23.0183,6.1485
2526,6799.1089,-23.1441,4.1017,-23.2635,4.1024
2527,6801.8005,-24.0295,6.5772,-23.6469,6.4564
2528,6804.4922,-23.9157,5.5123,-24.8922,6.1626
2529,6807.1838,-24.6510,5.3368,-25.3111,5.1499
2530,6809.8755,-22.5779,3.7807,-22.4665,4.7407
2531,6812.5671,-24.5802,5.9786,-23.2742,4.7291
2532,6815.2588,-24.5220,7.2391,-24.0560,5.5815
2533,6817.9504,-23.4475,5.1727,-27.0073,10.2043
2534,6820.6421,-24.5638,6.3333,-26.4714,6.8363
2535,6823.3337,-23.7311,5.8651,-24.0755,7.3692
2536,6826.0254,-24.3245,6.4244,-24.3418,7.8065
2537,6828.7170,-25.1516,5.2450,-23.3071,4.7846
2538,6831.4087,-25.0741,4.9511,-24.5303,5.0792
2539,6834.1003,-24.6732,5.1255,-24.3246,5.4047
2540,6836.7920,-23.2593,4.4438,-22.9841,4.5476
2541,6839.4836,-22.1680,3.5022,-23.8328,4.3437
2542,6842.1753,-21.5519,6.1544,-22.5688,3.5211
2543,6844.8669,-21.9450,5.1361,-23.3654,6.2258
2544,6847.5586,-21.1528,4.7243,-22.6679,4.8182
2545,6850.2502,-22.7636,5.3031,-22.4841,4.7479
2546,6852.9419,-23.5340,6.5579,-24.9939,5.9011
2547,6855.6335,-23.6766,7.6182,-26.6870,6.9761
2548,6858.3252,-23.2395,6.0178,-24.0169,5.1606
2549,6861.0168,-22.7651,3.3720,-22.1711,4.4150
2550,6863.7085,-20.9553,5.0711,-20.2690,4.0714
2551,6866.4001,-21.8860,6.9131,-21.9582,5.1635
2552,6869.0918,-23.9991,5.4423,-24.7623,6.0410
2553,6871.7834,-23.4566,5.2490,-22.5718,3.9792
2554,6874.4751,-24.5714,5.6776,-22.4069,4.7046
2555,6877.1667,-23.2103,5.6547,-23.1587,4.9473
2556,6879.8584,-23.2039,4.8959,-24.7516,6.6328
2557,6882.5500,-23.9683,5.0177,-23.9944,4.5383
2558,6885.2417,-24.6660,3.8435,-23.7937,6.4776
2559,6887.9333,-23.5060,4.2249,-22.3426,5.2613
2560,6890.6250,-21.0811,3.6007,-20.5917,4.2320
2561,6893.3167,-23.1862,5.7670,-23.9039,6.6843
2562,6896.0083,-24.0965,3.6118,-26.5322,5.0456
2563,6898.7000,-23.4065,5.5704,-24.5899,5.9989
2564,6901.3916,-23.4083,7.0467,-24.6087,7.5864
2565,6904.0833,-27.0305,6.3861,-26.2607,4.8233
2566,6906.7749,-24.9935,6.3957,-24.7970,6.6233
2567,6909.4666,-23.9088,4.0476,-22.9073,5.6371
2568,6912.1582,-23.7846,5.4760,-23.2630,4.8938
2569,6914.8499,-22.9090,4.7063,-24.2937,5.3735
2570,6917.5415,-23.8343,4.5821,-23.3214,4.6864
2571,6920.2332,-23.5026,4.1170,-24.1013,5.4760
2572,6922.9248,-22.3142,5.2943,-22.6622,5.2745
2573,6925.6165,-22.5805,3.9306,-23.3140,5.0521
2574,6928.3081,-22.6493,4.3870,-23.4403,4.9553
2575,6930.9998,-22.2022,4.0469,-20.8811,4.6948
2576,6933.6914,-23.5245,4.9782,-22.9695,3.4796
2577,6936.3831,-23.3324,5.8067,-23.1561,6.2408
2578,6939.0747,-24.7939,5.6736,-23.1934,5.2654
2579,6941.7664,-23.0984,5.1153,-23.7456,4.1271
2580,6944.4580,-23.8763,5.0453,-24.9895,4.4343
2581,6947.1497,-23.1405,4.2340,-24.5945,4.2886
