FFTBin#,Frequency (Hz),Ch0 Mean (db),Ch0 Std Dev(db),Ch1 Mean (db),Ch1 Std Dev(db)
6995,18828.0945,-42.1302,2.9213,-48.0979,4.8240
6996,18830.7861,-46.4716,4.4446,-47.8596,4.7951
6997,18833.4778,-45.3969,3.8079,-47.4179,5.9852
6998,18836.1694,-45.1916,4.9191,-45.9540,4.6497
6999,18838.8611,-45.1617,5.1471,-44.3793,3.1557
7000,18841.5527,-45.8806,6.0405,-46.8513,5.5786
7001,18844.2444,-46.4304,4.9338,-48.5087,5.9290
7002,18846.9360,-45.4136,5.2801,-46.2039,5.2079
7003,18849.6277,-45.0071,3.3325,-44.6897,4.3087
7004,18852.3193,-47.3135,5.1403,-45.7790,5.0783
7005,18855.0110,-46.5096,4.4918,-46.0572,5.4532
7006,18857.7026,-48.8370,5.1116,-46.3865,5.3491
7007,18860.3943,-47.3641,4.2266,-47.5895,6.2335
7008,18863.0859,-45.5715,2.8711,-46.9681,6.3444
7009,18865.7776,-46.6601,4.2619,-47.3445,7.7444
7010,18868.4692,-45.4615,3.4341,-45.9882,4.6319
7011,18871.1609,-44.8922,4.5266,-44.7241,4.6712
7012,18873.8525,-46.0450,4.8561,-43.6388,3.6699
7013,18876.5442,-45.7754,5.1296,-45.9465,4.5687
7014,18879.2358,-45.0779,3.2345,-46.5778,5.0638
7015,18881.9275,-46.7618,6.3983,-46.1435,5.0591
7016,18884.6191,-46.5895,4.9996,-46.0686,4.3050
7017,18887.3108,-44.6906,3.8037,-45.3192,6.1356
7018,18890.0024,-42.7556,4.3048,-46.8164,5.4381
7019,18892.6941,-46.0241,4.5821,-44.9912,5.1252
7020,18895.3857,-45.9217,3.3561,-45.0878,4.4922
7021,18898.0774,-46.9162,5.5522,-45.8909,6.2135
7022,18900.7690,-45.3817,4.8902,-45.3749,5.7209
7023,18903.4607,-46.7792,6.4985,-46.1692,5.0227
7024,18906.1523,-46.6815,4.5075,-47.7324,4.4800
7025,18908.8440,-46.1585,5.0818,-46.6745,5.3816
7026,18911.5356,-44.6411,5.1888,-46.6821,4.2457
7027,18914.2273,-42.6291,2.9906,-47.4842,4.1480
7028,18916.9189,-44.8962,4.7656,-46.2844,3.5737
7029,18919.6106,-45.7220,6.6792,-47.5735,4.8220
7030,18922.3022,-46.7561,4.7998,-46.3270,4.7761
7031,18924.9939,-45.6755,4.0511,-47.1505,4.4008
7032,18927.6855,-46.7979,4.0270,-45.4886,5.5487
7033,18930.3772,-45.9157,3.4069,-44.8251,4.7496
7034,18933.0688,-46.6738,5.2763,-48.2759,6.5449
7035,18935.7605,-48.0804,7.5063,-47.6481,4.7784
7036,18938.4521,-46.3955,5.4889,-47.1378,4.7495
7037,18941.1438,-45.4989,4.3749,-44.8709,5.1838
7038,18943.8354,-43.9102,2.5583,-47.1165,6.4048
7039,18946.5271,-44.1665,3.2188,-49.3589,4.6099
7040,18949.2188,-44.8267,3.4285,-45.9843,5.3392
7041,18951.9104,-46.5772,5.2132,-46.5350,5.8014
7042,18954.6021,-47.7267,5.0114,-46.9667,5.7535
7043,18957.2937,-46.7334,5.3360,-45.7011,2.7175
7044,18959.9854,-45.0083,5.1614,-45.5140,4.1931
7045,18962.6770,-46.7351,7.1588,-45.6967,4.3851
7046,18965.3687,-47.8370,4.7487,-46.8345,5.0053
7047,18968.0603,-46.0745,3.5078,-45.8805,5.6265
7048,18970.7520,-47.0211,5.6550,-48.3279,6.3805
7049,18973.4436,-46.0387,4.6190,-45.0273,5.5786
7050,18976.1353,-48.5392,5.5270,-44.3142,4.4470
7051,18978.8269,-47.7410,4.5006,-45.8712,6.6002
7052,18981.5186,-44.2647,3.7695,-46.9763,5.7473
7053,18984.2102,-45.2925,5.0269,-44.7516,4.4717
7054,18986.9019,-44.6852,3.6839,-47.2936,5.0285
7055,18989.5935,-45.4266,4.2050,-46.2992,4.8779
7056,18992.2852,-44.5528,5.3988,-47.9787,5.8354
7057,18994.9768,-45.7749,4.8580,-47.3453,4.2940
7058,18997.6685,-45.7723,3.6675,-45.1706,5.1400
7059,19000.3601,-47.8068,5.1208,-43.8265,5.1882
7060,19003.0518,-45.4549,3.5664,-44.5667,4.2468
7061,19005.7434,-47.7375,5.8703,-45.9460,4.2822
7062,19008.4351,-45.6364,3.8929,-46.8695,4.4994
7063,19011.1267,-45.2812,6.1662,-48.5914,4.7236
7064,19013.8184,-48.3476,4.1962,-48.7025,4.8029
7065,19016.5100,-47.8829,5.4895,-48.2394,6.4660
7066,19019.2017,-43.7415,2.8365,-44.8748,4.5472
7067,19021.8933,-45.3646,4.4587,-44.7382,4.3724
7068,19024.5850,-47.3433,5.0942,-45.3676,4.9378
7069,19027.2766,-47.9462,4.9702,-45.9209,5.2338
7070,19029.9683,-46.1967,3.5344,-46.9568,5.0729
7071,19032.6599,-46.6390,4.1658,-46.4891,3.8611
7072,19035.3516,-44.6770,5.6699,-47.0213,4.7716
7073,19038.0432,-43.0097,3.7430,-46.2775,5.8368
7074,19040.7349,-44.0959,3.9185,-46.6614,4.2515
7075,19043.4265,-45.5446,4.4474,-45.7373,5.9253
7076,19046.1182,-46.7273,5.0486,-48.7540,6.9050
7077,19048.8098,-46.7927,4.7823,-47.0785,3.0103
7078,19051.5015,-45.0750,4.9719,-46.6152,4.5350
7079,19054.1931,-45.7763,4.6361,-46.4886,4.7687
7080,19056.8848,-44.9065,4.1003,-47.0141,4.8136
7081,19059.5764,-47.9933,4.3769,-45.8013,4.1439
7082,19062.2681,-46.9770,6.5017,-46.8389,4.7620
7083,19064.9597,-45.8267,4.2886,-45.4288,6.2074
7084,19067.6514,-46.3175,4.7633,-45.3059,3.8338
7085,19070.3430,-47.3915,6.0618,-46.2565,3.9737
7086,19073.0347,-43.9214,3.7104,-46.4785,5.3825
7087,19075.7263,-44.2455,3.5171,-47.1745,6.0340
7088,19078.4180,-45.6720,4.6122,-46.1308,6.2663
7089,19081.1096,-47.4837,5.1726,-46.2807,3.5807
7090,19083.8013,-47.8388,5.9139,-47.6934,5.5757
7091,19086.4929,-44.5193,4.0119,-47.0583,4.9223
7092,19089.1846,-44.0589,3.6501,-44.7721,2.8998
7093,19091.8762,-46.5427,5.6744,-45.8943,4.3678
7094,19094.5679,-48.9659,4.7690,-48.3264,5.3675
7095,19097.2595,-45.5064,4.7059,-49.3997,4.6213
7096,19099.9512,-45.3248,5.5253,-45.1895,4.1880
7097,19102.6428,-43.7621,5.0526,-46.0619,4.5825
7098,19105.3345,-44.8820,3.3098,-44.8615,4.3371
7099,19108.0261,-46.5489,4.4637,-45.3696,5.7145
7100,19110.7178,-45.4005,5.3254,-42.8921,5.2318
7101,19113.4094,-45.4151,3.4847,-45.3462,4.8501
7102,19116.1011,-45.9174,4.4208,-45.5092,4.4464
7103,19118.7927,-44.5165,3.6701,-44.1731,3.4299
7104,19121.4844,-46.2164,3.7522,-44.6933,4.1031
7105,19124.1760,-46.5639,3.8236,-47.4220,5.6535
7106,19126.8677,-46.9744,6.4848,-45.5607,3.4402
7107,19129.5593,-46.6216,5.3516,-45.5519,5.0203
7108,19132.2510,-48.6603,5.5096,-45.1717,4.4936
7109,19134.9426,-48.1408,5.8397,-45.0758,4.0050
7110,19137.6343,-46.3808,5.7093,-47.6796,6.1671
7111,19140.3259,-47.9387,6.0468,-46.9899,6.5719
7112,19143.0176,-47.2671,6.3616,-46.4277,5.1252
7113,19145.7092,-46.9498,5.2764,-45.7004,6.4187
7114,19148.4009,-45.6002,5.6590,-46.8636,5.9947
7115,19151.0925,-47.4577,5.7270,-45.2423,3.5920
7116,19153.7842,-46.9521,6.0544,-47.2672,6.8066
7117,19156.4758,-47.3284,6.9108,-47.5796,5.3077
7118,19159.1675,-45.0208,5.5870,-48.9791,5.3755
7119,19161.8591,-44.7826,6.5281,-45.0822,3.5645
7120,19164.5508,-45.4427,5.6088,-44.6732,3.8426
7121,19167.2424,-42.8366,4.1880,-44.9542,5.2474
7122,19169.9341,-44.2096,4.1942,-44.4153,4.3369
7123,19172.6257,-46.3679,4.1546,-45.3135,4.8921
7124,19175.3174,-48.0300,4.6827,-45.8688,4.9256
7125,19178.0090,-45.8247,4.0367,-44.1799,4.3825
7126,19180.7007,-46.2738,4.9089,-46.1164,6.1184
7127,19183.3923,-45.9833,6.2431,-46.6999,5.5650
7128,19186.0840,-44.9430,3.7148,-47.4031,6.6050
7129,19188.7756,-45.1703,3.6761,-47.1481,4.3085
7130,19191.4673,-47.1501,4.5304,-46.8355,6.1679
7131,19194.1589,-48.0056,5.8575,-46.6515,5.5266
7132,19196.8506,-45.3239,3.9850,-45.5107,5.3935
7133,19199.5422,-45.7175,5.7854,-43.8604,4.2073
7134,19202.2339,-45.9459,4.7757,-43.0424,3.5510
7135,19204.9255,-45.4741,4.6295,-46.4496,7.1701
7136,19207.6172,-45.5347,4.5260,-47.0689,5.4266
7137,19210.3088,-46.4502,5.7453,-47.5758,4.2689
7138,19213.0005,-45.0184,6.2580,-47.3862,4.3547
7139,19215.6921,-45.7964,3.9333,-45.9317,4.7637
7140,19218.3838,-47.2068,4.4788,-46.7513,6.9851
7141,19221.0754,-43.6931,3.5879,-47.8379,5.7017
7142,19223.7671,-43.3501,3.5229,-46.6699,4.4127
7143,19226.4587,-43.5716,3.7285,-46.5658,5.9258
7144,19229.1504,-45.9777,5.1388,-46.5866,3.5657
7145,19231.8420,-45.1515,4.6502,-46.9135,4.8034
7146,19234.5337,-44.6612,3.8544,-47.0677,5.3422
7147,19237.2253,-44.0606,4.0444,-48.5544,5.8597
7148,19239.9170,-45.1466,3.8184,-47.6597,5.1345
7149,19242.6086,-47.2199,5.3589,-47.0383,4.3681
7150,19245.3003,-45.4263,3.3135,-45.6344,3.7165
7151,19247.9919,-46.0830,4.6756,-48.0863,5.7618
7152,19250.6836,-45.1028,3.7992,-46.2385,3.4854
7153,19253.3752,-44.5952,4.8548,-48.6427,5.6249
7154,19256.0669,-45.0544,5.1492,-44.2163,4.2370
7155,19258.7585,-44.2111,3.9685,-42.7642,4.0078
7156,19261.4502,-44.7015,5.4034,-46.3977,5.1170
7157,19264.1418,-45.5091,4.3480,-44.5178,3.9971
7158,19266.8335,-44.7366,4.3962,-45.0038,5.0947
7159,19269.5251,-44.9880,4.8076,-45.9336,4.5536
7160,19272.2168,-45.3223,4.4552,-48.0916,6.4277
7161,19274.9084,-46.3780,4.6689,-44.6299,3.9142
7162,19277.6001,-45.9831,5.3601,-47.2014,5.8056
7163,19280.2917,-45.8463,3.9240,-45.2627,6.0988
7164,19282.9834,-47.0066,7.0139,-46.0556,5.4858
7165,19285.6750,-46.3597,5.2235,-45.7096,3.6753
7166,19288.3667,-45.3975,4.7529,-45.2126,3.6955
7167,19291.0583,-46.7971,5.0077,-45.5814,4.8113
7168,19293.7500,-46.5726,5.5459,-45.7857,4.2836
7169,19296.4417,-47.6802,5.8130,-45.6991,4.1132
7170,19299.1333,-45.4436,3.6323,-46.5189,4.8687
7171,19301.8250,-48.8015,5.9344,-46.9184,4.8256
7172,19304.5166,-49.6619,5.2779,-46.0442,5.5882
7173,19307.2083,-47.5902,6.2301,-47.3375,4.4023
7174,19309.8999,-46.6258,4.9048,-48.2166,5.4446
7175,19312.5916,-45.8307,4.2473,-45.6275,3.9211
7176,19315.2832,-45.8387,6.4046,-45.9440,4.5798
7177,19317.9749,-44.9962,3.6470,-46.5609,3.5391
7178,19320.6665,-45.9217,4.9157,-46.8082,5.6642
7179,19323.3582,-45.6609,5.1341,-47.3346,6.7219
7180,19326.0498,-43.9632,3.5074,-48.0747,6.9943
7181,19328.7415,-44.4990,5.1639,-45.5011,3.8436
7182,19331.4331,-46.1604,6.8669,-46.4099,6.5747
7183,19334.1248,-46.6330,4.5201,-47.3346,5.6264
7184,19336.8164,-46.9339,5.5069,-45.9540,5.8488
7185,19339.5081,-44.4964,5.0445,-45.5044,3.0900
7186,19342.1997,-44.6835,5.2546,-46.6995,5.4030
7187,19344.8914,-48.4641,5.9151,-46.7848,5.0189
7188,19347.5830,-50.5864,4.8859,-46.0530,6.6218
7189,19350.2747,-46.9284,4.3399,-46.0195,5.4185
7190,19352.9663,-45.5567,3.7235,-44.3689,4.6520
7191,19355.6580,-46.0275,5.2474,-43.5507,4.3333
7192,19358.3496,-46.8210,6.3546,-46.2024,5.7469
7193,19361.0413,-44.1784,5.3618,-45.9916,3.4391
7194,19363.7329,-46.1782,7.7170,-47.0882,6.1121
7195,19366.4246,-47.1556,5.7151,-47.8297,6.6052
7196,19369.1162,-46.2836,4.4853,-46.0921,4.3851
7197,19371.8079,-44.8485,4.8999,-46.4029,3.9238
7198,19374.4995,-45.2799,5.4219,-45.8316,4.7630
7199,19377.1912,-47.0674,4.2708,-44.7878,5.5131
7200,19379.8828,-46.7851,3.9993,-44.9496,5.0128
7201,19382.5745,-46.4531,3.8095,-45.9722,4.8716
7202,19385.2661,-47.0386,5.1878,-45.5398,6.4832
7203,19387.9578,-49.0716,4.8078,-46.6905,5.4269
7204,19390.6494,-46.2250,5.7293,-46.5261,4.4306
7205,19393.3411,-44.8810,4.5574,-44.9638,4.6596
7206,19396.0327,-48.0672,5.4183,-45.5400,5.1272
7207,19398.7244,-48.3533,7.5219,-48.5018,5.1463
7208,19401.4160,-48.6589,6.4862,-47.8737,5.8899
7209,19404.1077,-43.9137,4.7503,-45.8102,5.0772
7210,19406.7993,-43.6461,5.2884,-42.7840,3.3096
7211,19409.4910,-43.4598,4.0473,-44.8306,3.6079
7212,19412.1826,-46.3972,5.3918,-46.0909,4.4994
7213,19414.8743,-46.5831,4.5077,-45.7580,5.2955
7214,19417.5659,-45.4963,3.3656,-44.9121,3.5775
7215,19420.2576,-45.8756,4.4467,-46.8951,6.1814
7216,19422.9492,-44.6434,5.1301,-45.6740,5.4351
7217,19425.6409,-45.5952,5.5172,-42.9748,3.0571
7218,19428.3325,-44.2065,3.8076,-45.3931,5.3153
7219,19431.0242,-45.7780,4.4081,-47.0810,5.9730
7220,19433.7158,-43.4118,5.0851,-46.0859,5.3049
7221,19436.4075,-44.7983,4.6299,-49.0265,6.8494
7222,19439.0991,-45.6127,5.3309,-48.3187,5.1698
7223,19441.7908,-46.7808,5.1570,-47.4002,4.5182
7224,19444.4824,-44.1695,4.5725,-45.9225,4.9408
7225,19447.1741,-46.3396,5.3520,-44.0542,4.4293
7226,19449.8657,-48.2529,5.6464,-44.0739,3.1852
7227,19452.5574,-47.7443,5.1050,-45.2827,3.2699
7228,19455.2490,-45.3775,4.8248,-45.2616,3.7902
7229,19457.9407,-42.9189,4.2355,-45.7283,6.0131
7230,19460.6323,-45.4729,4.8423,-45.1937,5.4906
7231,19463.3240,-46.3330,4.9162,-45.1311,6.0439
7232,19466.0156,-46.9425,6.6288,-45.9983,3.5889
7233,19468.7073,-44.5633,4.9944,-45.3989,3.5981
7234,19471.3989,-44.9963,3.4232,-46.4609,4.1658
7235,19474.0906,-45.4006,4.6449,-46.4325,4.4427
7236,19476.7822,-46.9830,6.5418,-45.7912,5.0029
7237,19479.4739,-45.1969,5.8789,-43.7635,3.8170
7238,19482.1655,-45.9980,5.9791,-45.7569,5.8930
7239,19484.8572,-45.8509,4.4535,-46.7863,5.8868
7240,19487.5488,-46.1775,4.1675,-46.3105,5.0412
7241,19490.2405,-47.9872,4.5161,-45.1195,3.6548
7242,19492.9321,-48.3460,4.5195,-46.7197,5.4118
7243,19495.6238,-45.8029,4.4657,-46.7526,5.3663
7244,19498.3154,-46.6204,4.2682,-46.1174,4.6098
7245,19501.0071,-46.4583,4.8122,-45.8984,5.1457
7246,19503.6987,-45.5877,4.5355,-47.6273,6.4505
7247,19506.3904,-45.7238,4.3582,-45.2616,4.3610
7248,19509.0820,-46.7093,5.7684,-44.2131,4.6672
7249,19511.7737,-46.6690,6.7443,-45.0434,4.6509
7250,19514.4653,-46.6395,7.4597,-46.6435,5.7107
7251,19517.1570,-45.1533,5.4863,-43.6479,4.1091
7252,19519.8486,-45.3710,4.5305,-47.2900,5.3665
7253,19522.5403,-46.0697,4.8549,-47.2375,4.5963
7254,19525.2319,-44.7992,4.4379,-45.3869,5.3506
7255,19527.9236,-43.9009,4.1351,-45.6780,5.9779
7256,19530.6152,-46.3192,5.9561,-45.1491,4.2981
7257,19533.3069,-45.4324,3.9149,-47.0713,4.6206
7258,19535.9985,-44.5794,3.7012,-45.8464,3.4483
7259,19538.6902,-45.2028,3.7023,-46.2189,4.8394
7260,19541.3818,-44.6615,4.6105,-45.5988,4.7075
7261,19544.0735,-46.9585,5.0555,-46.4912,4.4778
7262,19546.7651,-46.6980,4.2656,-46.3310,5.4592
7263,19549.4568,-48.1161,4.8362,-46.1060,4.5371
7264,19552.1484,-47.9941,6.3874,-48.5864,4.7516
7265,19554.8401,-44.9064,4.9791,-46.9823,5.3210
7266,19557.5317,-43.5004,4.8823,-45.4739,4.7151
7267,19560.2234,-45.3111,6.9429,-46.2474,6.1261
7268,19562.9150,-45.4675,4.8228,-44.3638,3.4787
7269,19565.6067,-47.1416,5.6916,-46.0143,3.6450
7270,19568.2983,-45.2400,4.4946,-45.6939,4.6459
7271,19570.9900,-45.3795,3.5404,-45.4075,5.1743
7272,19573.6816,-45.2134,5.1201,-44.7546,4.9709
7273,19576.3733,-46.1695,5.0627,-45.3642,4.5003
7274,19579.0649,-47.0960,4.5661,-45.8869,3.9686
7275,19581.7566,-47.1802,4.6284,-45.1344,4.4354
7276,19584.4482,-46.4412,4.0959,-45.5707,4.1327
7277,19587.1399,-48.1548,4.7852,-43.7457,3.7123
7278,19589.8315,-46.6786,4.4720,-45.5447,6.9744
7279,19592.5232,-45.9311,4.0134,-47.2778,4.8154
7280,19595.2148,-45.6020,3.9158,-46.7871,4.8256
7281,19597.9065,-44.0563,3.4878,-46.2318,4.2190
7282,19600.5981,-45.5680,3.7859,-44.8819,3.5505
7283,19603.2898,-48.2283,5.7675,-46.0233,5.0456
7284,19605.9814,-46.3779,6.2948,-46.6214,2.9174
7285,19608.6731,-46.4000,6.7069,-44.8791,4.6620
7286,19611.3647,-44.4640,4.6883,-45.7815,4.3430
7287,19614.0564,-44.5144,4.1850,-44.9804,3.7432
7288,19616.7480,-44.7649,3.8550,-46.7651,4.0919
7289,19619.4397,-45.4557,3.4673,-47.1183,4.5685
7290,19622.1313,-47.6760,5.0946,-46.7674,4.2282
7291,19624.8230,-48.9833,6.6986,-45.6224,3.9892
7292,19627.5146,-47.6926,5.3610,-44.4528,5.3350
7293,19630.2063,-44.7966,4.1936,-45.8826,4.9532
7294,19632.8979,-44.1634,4.7691,-47.2339,5.1401
7295,19635.5896,-42.6535,3.3804,-46.5215,4.5236
7296,19638.2813,-43.6209,4.0243,-44.0856,3.2341
7297,19640.9729,-44.2143,3.7463,-44.9777,5.3768
7298,19643.6646,-48.2070,6.7902,-45.8828,4.8949
7299,19646.3562,-46.6943,5.7574,-45.8429,4.6803
7300,19649.0479,-46.2530,3.9609,-45.9962,4.6824
7301,19651.7395,-46.5113,4.7145,-45.3727,5.5998
7302,19654.4312,-46.6915,4.8771,-45.6634,4.2536
7303,19657.1228,-47.5410,6.3055,-49.7274,5.9206
7304,19659.8145,-45.8439,5.0269,-47.3645,5.2961
7305,19662.5061,-47.8086,5.4408,-45.2270,3.4962
7306,19665.1978,-48.3053,5.8248,-43.7919,4.7943
7307,19667.8894,-44.6321,3.6575,-45.5594,5.7790
7308,19670.5811,-46.5619,6.0015,-44.3620,3.6582
7309,19673.2727,-44.4311,4.3740,-46.9835,3.6359
7310,19675.9644,-45.9956,5.3495,-46.4666,6.0861
7311,19678.6560,-45.8305,4.5668,-46.7175,5.6332
7312,19681.3477,-44.6199,5.1350,-45.3749,5.1907
7313,19684.0393,-47.6071,5.4519,-45.5978,4.2542
7314,19686.7310,-45.7799,4.1177,-45.0642,4.7844
7315,19689.4226,-45.7485,4.4336,-44.9512,4.5069
7316,19692.1143,-44.0195,3.9867,-44.3089,5.0010
7317,19694.8059,-46.1519,5.0809,-46.2905,5.9529
7318,19697.4976,-46.3790,5.6870,-47.4638,4.6083
7319,19700.1892,-45.8695,4.4451,-45.3394,3.7721
7320,19702.8809,-45.8178,5.8332,-45.6815,5.6374
7321,19705.5725,-44.4833,3.4152,-46.2196,5.3588
7322,19708.2642,-46.6050,3.8559,-44.5531,3.8687
7323,19710.9558,-51.0249,7.6383,-43.6378,3.5679
7324,19713.6475,-47.9815,4.7075,-46.9321,5.6727
7325,19716.3391,-46.2094,4.6227,-46.3432,4.8848
7326,19719.0308,-45.9979,5.9551,-45.1825,3.7802
7327,19721.7224,-46.0012,4.3653,-46.6497,5.7794
7328,19724.4141,-47.7312,6.1457,-45.4017,3.9179
7329,19727.1057,-45.7525,3.7176,-45.9536,4.7807
7330,19729.7974,-44.4351,3.1688,-45.6344,6.5371
7331,19732.4890,-47.3830,5.0429,-44.5569,3.6568
7332,19735.1807,-46.2318,5.7045,-47.7198,6.0196
7333,19737.8723,-46.0942,4.7488,-46.2100,5.2120
7334,19740.5640,-45.7539,4.8476,-44.7750,3.3758
7335,19743.2556,-44.7193,3.6737,-48.5223,7.4074
7336,19745.9473,-45.8438,3.5752,-44.6393,5.4157
7337,19748.6389,-46.1373,4.5648,-44.7939,5.0668
7338,19751.3306,-43.6567,3.6593,-46.5681,4.6493
7339,19754.0222,-43.1361,5.2413,-45.4312,2.5598
7340,19756.7139,-43.3601,3.7551,-45.3638,4.2746
7341,19759.4055,-44.8222,5.4869,-47.9744,5.9986
7342,19762.0972,-46.4950,5.7801,-46.7872,5.7152
7343,19764.7888,-46.5881,4.3068,-44.0889,3.7651
7344,19767.4805,-46.0785,3.5707,-45.4416,5.3620
7345,19770.1721,-45.1075,4.8797,-44.2139,2.6568
7346,19772.8638,-45.2160,3.9718,-45.8771,4.8291
7347,19775.5554,-47.3294,5.0826,-45.1379,5.0586
7348,19778.2471,-46.8003,4.1087,-45.1600,4.3003
7349,19780.9387,-47.9505,5.1375,-46.8064,6.3589
7350,19783.6304,-47.8378,4.7623,-44.2957,4.1710
7351,19786.3220,-49.3467,7.1131,-47.7847,6.1231
7352,19789.0137,-46.5650,5.2525,-46.4256,5.1695
7353,19791.7053,-46.8395,5.2953,-46.5552,7.1601
7354,19794.3970,-47.0007,5.1725,-46.6734,5.6093
7355,19797.0886,-45.4396,3.7925,-45.9930,4.8738
7356,19799.7803,-46.5369,5.4590,-47.0840,5.3093
7357,19802.4719,-45.8195,4.7563,-46.5229,4.4518
7358,19805.1636,-44.6833,4.9603,-47.8187,6.8593
7359,19807.8552,-46.8156,6.5747,-48.6452,6.1654
7360,19810.5469,-46.3963,5.1294,-45.1749,3.1083
7361,19813.2385,-45.4122,4.1645,-44.7659,4.6211
7362,19815.9302,-45.5118,4.5729,-47.6072,4.4212
7363,19818.6218,-46.3285,5.5998,-47.4873,5.6952
7364,19821.3135,-43.7747,3.8780,-45.4689,5.1710
7365,19824.0051,-45.0230,5.4319,-44.0823,4.5404
7366,19826.6968,-45.0839,3.6018,-45.0358,5.3789
7367,19829.3884,-46.1590,6.2005,-45.8741,5.6849
7368,19832.0801,-43.4106,3.6671,-46.9051,5.5317
7369,19834.7717,-44.3341,4.7426,-44.7581,3.6185
7370,19837.4634,-43.8305,4.4887,-45.9565,4.5514
7371,19840.1550,-43.5436,4.8595,-45.6693,3.4304
7372,19842.8467,-45.7132,5.0844,-47.4460,5.8746
7373,19845.5383,-47.9324,5.4676,-45.4710,4.6935
7374,19848.2300,-48.3482,6.4467,-45.6660,4.5982
7375,19850.9216,-47.0321,5.3141,-45.2153,5.3584
7376,19853.6133,-47.0934,3.8264,-46.0070,3.9972
7377,19856.3049,-47.3006,4.8032,-47.6822,5.1769
7378,19858.9966,-43.9973,2.9823,-46.2049,4.3488
7379,19861.6882,-44.3640,4.7644,-45.0486,3.4762
7380,19864.3799,-47.5873,5.7874,-47.6945,5.9728
7381,19867.0715,-47.2397,4.7897,-46.8072,6.0074
7382,19869.7632,-45.4165,4.8500,-45.4487,6.3977
7383,19872.4548,-46.4198,5.8115,-47.2036,5.2539
7384,19875.1465,-45.4776,5.1200,-44.0221,3.0865
7385,19877.8381,-46.1016,6.2891,-44.6740,3.4511
7386,19880.5298,-45.2139,4.5974,-49.0406,5.4523
7387,19883.2214,-44.8476,4.0878,-45.9323,4.3925
7388,19885.9131,-46.2717,5.1284,-44.5541,4.0591
7389,19888.6047,-45.0406,5.4907,-46.9012,5.1391
7390,19891.2964,-46.3892,4.6316,-45.6660,5.3056
7391,19893.9880,-44.5498,3.2631,-45.4457,5.5114
7392,19896.6797,-46.5378,4.7593,-47.8554,5.3867
7393,19899.3713,-44.3754,5.0000,-47.7202,5.3761
7394,19902.0630,-46.1139,5.5983,-45.1610,3.9367
7395,19904.7546,-46.4661,5.7617,-46.7739,5.7098
7396,19907.4463,-46.1570,5.2426,-47.8256,6.8419
7397,19910.1379,-45.3457,4.8705,-46.3517,5.3917
7398,19912.8296,-46.2740,4.2968,-46.1423,4.2320
7399,19915.5212,-44.5623,3.8147,-47.1211,5.7859
7400,19918.2129,-44.7957,4.8190,-48.4724,7.0450
7401,19920.9045,-45.3433,5.2434,-48.2596,6.4172
7402,19923.5962,-47.1551,5.1848,-48.5349,4.2460
7403,19926.2878,-46.9332,5.5982,-48.1230,4.8983
7404,19928.9795,-45.7714,6.2696,-46.3012,3.7618
7405,19931.6711,-45.3975,5.1855,-45.5792,4.7150
7406,19934.3628,-45.8845,4.5308,-45.9485,3.5928
7407,19937.0544,-45.0959,4.3931,-49.6557,7.3225
7408,19939.7461,-45.4923,4.7835,-45.5244,3.6056
7409,19942.4377,-46.6638,5.2595,-47.8481,3.9899
7410,19945.1294,-46.1624,5.9129,-46.6357,3.9602
7411,19947.8210,-46.8169,3.4048,-43.7128,4.0711
7412,19950.5127,-47.8272,4.2377,-44.8210,4.3134
7413,19953.2043,-45.7658,4.0232,-42.7168,5.2374
7414,19955.8960,-47.1220,4.7099,-43.8794,4.1672
7415,19958.5876,-45.5506,5.6302,-46.7121,4.8943
7416,19961.2793,-44.7038,5.8835,-45.2902,5.4688
7417,19963.9709,-46.5447,5.2206,-44.7077,3.5630
7418,19966.6626,-45.7436,4.5829,-46.5587,5.0738
7419,19969.3542,-45.3786,3.4964,-45.6891,4.8398
7420,19972.0459,-46.8023,4.7362,-46.1503,6.4926
7421,19974.7375,-44.4595,3.8617,-45.6871,4.9153
7422,19977.4292,-44.5443,4.8521,-46.4884,4.7512
7423,19980.1208,-45.3772,4.1038,-45.7618,4.6392
7424,19982.8125,-47.7376,7.1637,-43.7964,4.1590
7425,19985.5042,-45.6248,4.7174,-46.5282,6.0882
7426,19988.1958,-47.6457,4.6390,-47.3200,5.5855
7427,19990.8875,-46.9645,4.2625,-44.4550,4.0495
7428,19993.5791,-44.8780,2.8703,-45.2277,4.3968
7429,19996.2708,-45.9238,6.0875,-46.1069,4.9586
7430,19998.9624,-44.7936,4.2406,-46.2456,5.6134
7431,20001.6541,-45.0326,4.3863,-45.9821,4.6952
7432,20004.3457,-47.5695,4.7873,-48.2448,6.0322
7433,20007.0374,-46.9030,5.4554,-46.0753,3.3725
7434,20009.7290,-45.5888,4.3089,-46.0581,5.4514
7435,20012.4207,-46.0898,4.5740,-44.4261,5.6618
7436,20015.1123,-45.2847,3.6363,-46.0226,6.6725
7437,20017.8040,-45.1587,5.1213,-43.5167,4.0604
7438,20020.4956,-43.9071,4.6744,-45.0993,5.9216
7439,20023.1873,-44.7941,5.1427,-45.2532,4.2340
7440,20025.8789,-46.0583,5.1804,-46.5029,5.0681
7441,20028.5706,-46.2700,3.8778,-46.4433,4.8584
7442,20031.2622,-48.0009,4.5755,-45.3677,4.9846
7443,20033.9539,-45.5237,5.4570,-44.5951,3.4014
